"AIRPORT","TR_AIRPORT_NAME","TR_CITY_NAME","TR_STATE_NAME",
"JNN","Nanortalik, Greenland - Denmark: Nanortalik Airport","Nanortalik, Greenland - Denmark","",
"UAK","Narssarssuaq, Greenland - Denmark: Narssarssuaq Airport","Narssarssuaq, Greenland - Denmark","",
"SFJ","Sondre Stromfjord, Greenland - Denmark: Sondrestrom Air Base","Sondre Stromfjord, Greenland - Denmark","",
"THU","Thule, Greenland - Denmark: Thule Air Base","Thule, Greenland - Denmark","",
"JFR","Frederikshab, Greenland - Denmark: Frederikshaab","Frederikshab, Greenland - Denmark","",
"JHS","Sisimiut, Greenland - Denmark: Sisimiut Airport","Sisimiut, Greenland - Denmark","",
"JAV","Jakobshavn, Greenland - Denmark: Jakobshavn Airport","Jakobshavn, Greenland - Denmark","",
"GOH","Nuuk, Greenland - Denmark: Nuuk Airport","Nuuk, Greenland - Denmark","",
"UMD","Umanak, Greenland - Denmark: Umanak","Umanak, Greenland - Denmark","",
"JUV","Upernavik, Greenland - Denmark: Upernavik","Upernavik, Greenland - Denmark","",
"UMD","Uummannaq, Greenland - Denmark: Uummannaq Airport","Uummannaq, Greenland - Denmark","",
"FSP","St.Pierre, St. Pierre Et Miquelon-France: St. Pierre","St.Pierre, St. Pierre Et Miquelon-France","",
"GRR","Grand Rapids, MI: Gerald R. Ford International","Grand Rapids, MI","Michigan",
"RZS","Sawan, Pakistan: Sawan Airport","Sawan, Pakistan","",
"IL1","Nevatim, Israel: Nevatim Ab","Nevatim, Israel","",
"AKH","Al Kharj, Saudi Arabia: Prince Sultan Airbase","Al Kharj, Saudi Arabia","",
"ADC","Andakombe, Papua New Guinea: Andakombe Airport","Andakombe, Papua New Guinea","",
"BAI","Buenos Aires, Costa Rica: Buenos Aires Airport","Buenos Aires, Costa Rica","",
"WA4","Medical Lake, WA: Isaacson","Medical Lake, WA","Washington",
"FL4","Bunnell, FL: Flagler County","Bunnell, FL","Florida",
"AZS","Samana, Dominican Republic: Samana El Catey International","Samana, Dominican Republic","",
"SJW","Shijiazhuang, China: Daguocun International","Shijiazhuang, China","",
"SZW","Schwerin, Germany: Parchim","Schwerin, Germany","",
"BR1","Parana, Brazil: Pato Branco","Parana, Brazil","",
"BLP","Bellavista, Peru: Bellavista Airport","Bellavista, Peru","",
"CLB","Castlebar, Ireland: Castlebar Airport","Castlebar, Ireland","",
"CSR","Casuarito, Colombia: Casuarito Airport","Casuarito, Colombia","",
"DIG","Diqing, China: Diqing Airport","Diqing, China","",
"DIV","Divo, Cote d Ivoire (formerly Ivory Coast): Divo Airport","Divo, Cote d Ivoire (formerly Ivory Coast)","",
"DON","Dos Lagunas, Guatemala: Dos Lagunas Airport","Dos Lagunas, Guatemala","",
"ERT","Erdenet, Mongolia: Erdenet Airport","Erdenet, Mongolia","",
"HCB","Shoal Cove, AK: Shoal Cove Airport","Shoal Cove, AK","Alaska",
"HRR","Herrera, Colombia: Herrera Airport","Herrera, Colombia","",
"KNP","Capanda, Angola: Capanda Airport","Capanda, Angola","",
"KTL","Kitale, Kenya: Kitale Airport","Kitale, Kenya","",
"TIN","Tindouf, Algeria: Tindouf Airport","Tindouf, Algeria","",
"ELF","El Fasher, Sudan: El Fasher Airport","El Fasher, Sudan","",
"A71","Homer, AK: Bear Cove Farm","Homer, AK","Alaska",
"A72","Chinitna Bay, AK: Chinitna Bay Airport","Chinitna Bay, AK","Alaska",
"A73","Mckinley Park, AK: Mckinley National Park","Mckinley Park, AK","Alaska",
"A74","Dogfish Bay, AK: Dogfish Bay Airport","Dogfish Bay, AK","Alaska",
"A75","Malina Bay, AK: Malina Bay Airport","Malina Bay, AK","Alaska",
"A76","Red Fox Bay, AK: Red Fox Bay Airport","Red Fox Bay, AK","Alaska",
"WV1","Charleston, WV: Mcs-Pad Heliport","Charleston, WV","West Virginia",
"NBA","Nambaiyufa, Papua New Guinea: Nambaiyufa Airport","Nambaiyufa, Papua New Guinea","",
"ORZ","Orange Walk, Belize: Orange Walk Airport","Orange Walk, Belize","",
"PUV","Poum, New Caledonia - France: Poum Sommet","Poum, New Caledonia - France","",
"PYB","Jeypore, India: Jeypore Airport","Jeypore, India","",
"SWC","Stawell, Australia: Stawell Airport","Stawell, Australia","",
"WGL","Isle Baltra, Ecuador: Isle Baltra Off-Line Point","Isle Baltra, Ecuador","",
"ZBL","Biloela, Australia: Biloela Airport","Biloela, Australia","",
"ZMD","Sena Madureira, Brazil: Sena Madureira Airport","Sena Madureira, Brazil","",
"ZSL","Sligo, Ireland: Sligo Bus Station","Sligo, Ireland","",
"OEC","Ocussi, East Timor-Indonesia: Ocussi Airport","Ocussi, East Timor-Indonesia","",
"MPT","Maliana, East Timor-Indonesia: Maliana Airport","Maliana, East Timor-Indonesia","",
"BCH","Baucau, East Timor-Indonesia: Cakung International","Baucau, East Timor-Indonesia","",
"KOE","Kupang, East Timor-Indonesia: Eltari","Kupang, East Timor-Indonesia","",
"WA1","Deer Harbor, WA: Deer Harbor Airport","Deer Harbor, WA","Washington",
"A15","Puviaq, AK: Puviaq Airport","Puviaq, AK","Alaska",
"OR1","Grants Pass, OR: Grants Pass","Grants Pass, OR","Oregon",
"FEP","Freeport, IL: Albertus","Freeport, IL","Illinois",
"DVT","Phoenix, AZ: Phoenix - Deer Valley","Phoenix, AZ","Arizona",
"IRS","Sturgis, MI: Sturgis Airport","Sturgis, MI","Michigan",
"PFD","Port Frederick, AK: Port Frederick Airport","Port Frederick, AK","Alaska",
"LVM","Livingston, MT: Livingston Airport","Livingston, MT","Montana",
"OXB","Bissau, Guinea Bissau: Osvaldo Vieira","Bissau, Guinea Bissau","",
"WTC","New York, NY: World Trade Center Heliport","New York, NY","New York",
"WA2","Mansfield, WA: Mansfield Airport","Mansfield, WA","Washington",
"A16","Arley Lake, AK: Arley Lake Airport","Arley Lake, AK","Alaska",
"EG1","Cairo West, Arab Republic Of Egypt: Cairo West Airbase","Cairo West, Arab Republic Of Egypt","",
"JO1","Prince Hasan, Jordan: Prince Hasan Airbase","Prince Hasan, Jordan","",
"JO2","Azraq Ash Shisha, Jordan: Al Shaheed Mwaffaq Salti Air Base","Azraq Ash Shisha, Jordan","",
"DHF","Al Dhafra, United Arab Emirates: Al Dhafra Air Base","Al Dhafra, United Arab Emirates","",
"CGQ","Changchun, China: Changchun Airport","Changchun, China","",
"TOD","Tioman, Malaysia: Tioman Airport","Tioman, Malaysia","",
"MBU","Mbambanakira, Solomon Islands: Mbambanakira Airport","Mbambanakira, Solomon Islands","",
"BSD","Baoshan, China: Baoshan Airport","Baoshan, China","",
"VIG","El Vigia, Venezuela: El Vigia Airport","El Vigia, Venezuela","",
"KMC","King Khalid Military City, Saudi Arabia: King Khalid Military City Airport","King Khalid Military City, Saudi Arabia","",
"PMW","Palmas, Brazil: Palmas Airport","Palmas, Brazil","",
"FEN","Fernando De Noronha, Brazil: Fernando De Noronha Airport","Fernando De Noronha, Brazil","",
"KS1","Junction City, KS: Freeman Field","Junction City, KS","Kansas",
"MVF","Mossoro, Brazil: Dixsept Rosado","Mossoro, Brazil","",
"RAC","Racine, WI: Racine Horlick","Racine, WI","Wisconsin",
"SNL","Shawnee, OK: Shawnee Municipal","Shawnee, OK","Oklahoma",
"RNC","Mcminnville, TN: Warren County Memorial","Mcminnville, TN","Tennessee",
"TBB","Tuy  Hoa, Vietnam: Tuy Hoa","Tuy  Hoa, Vietnam","",
"VA1","Emporia, VA: Emporia Greensville Regional","Emporia, VA","Virginia",
"CVG","Covington, KY: Cincinnati/ Northern Kentucky International","Covington, KY","Kentucky",
"AAF","Apalachicola, FL: Apalachicola Municipal","Apalachicola, FL","Florida",
"XJD","Al Udeid, Qatar: Al Udeid Airbase","Al Udeid, Qatar","",
"MAA","Madras, India: Madras Airport","Madras, India","",
"ORD","Chicago, IL: O'Hare","Chicago, IL","Illinois",
"LMO","Lossiemouth, United Kingdom: Lossiemouth Airport","Lossiemouth, United Kingdom","",
"QQE","Sealing Point, AK: Sealing Point Airport","Sealing Point, AK","Alaska",
"QQC","Nimiuk Point, AK: Nimiuk Point Airport","Nimiuk Point, AK","Alaska",
"QC1","Mont Laurier, Canada: Mont Laurier","Mont Laurier, Canada","",
"ULS","Wichita, KS: Ulysses","Wichita, KS","Kansas",
"OLV","Olive Branch, MS: Olive Branch","Olive Branch, MS","Mississippi",
"IA3","Red Oak, IA: Red Oak Municipal","Red Oak, IA","Iowa",
"NKM","Nagoya, Japan: Nagoya - Komaki","Nagoya, Japan","",
"EBL","Erbil, Iraq: Erbil International","Erbil, Iraq","",
"CEK","Chelyabinsk, Russia (Asian): Balandino","Chelyabinsk, Russia (Asian)","",
"MO2","Washington, MO: Washington Memorial Regional","Washington, MO","Missouri",
"AL3","Huntsville, AL: Madison County Executive","Huntsville, AL","Alabama",
"8F3","Crosbyton, TX: Crosbyton Municipal","Crosbyton, TX","Texas",
"EAG","Noatak, AK: Eagle Creek Strip","Noatak, AK","Alaska",
"BKG","Branson, MO: Branson","Branson, MO","Missouri",
"CKS","Carajas, Brazil: Carajas","Carajas, Brazil","",
"PBH","Pario, Bhutan: Pario","Pario, Bhutan","",
"DQF","Phoenix, AZ: Williams Gateway","Phoenix, AZ","Arizona",
"CA5","Calgary, Canada: Springbank","Calgary, Canada","",
"MN3","Ortonville, MN: Ortonville Municipal- Martinson Field","Ortonville, MN","Minnesota",
"JP2","Okinawa, Japan: Futenma Mcas","Okinawa, Japan","",
"HTA","Chita, Russia (Asian): Kadala","Chita, Russia (Asian)","",
"ES1","Madrid, Spain: Getafe Airbase","Madrid, Spain","",
"EDE","Edenton, NC: Northeastern Regional","Edenton, NC","North Carolina",
"AA4","Kachemak Bay, AK: Glacier Sea Plane Base it","Kachemak Bay, AK","Alaska",
"PA1","Montrose, PA: Husky Haven","Montrose, PA","Pennsylvania",
"A89","Montague Island, AK: Montague Island Airport","Montague Island, AK","Alaska",
"AZ3","Glendale, AZ: Glendale Municipal","Glendale, AZ","Arizona",
"YCJ","Cape Saint James, Canada: Cape Saint James Airport","Cape Saint James, Canada","",
"CLT","Charlotte, NC: Charlotte Douglas International","Charlotte, NC","North Carolina",
"CTT","Le Castellet, France: Le Castellet","Le Castellet, France","",
"MN2","Moose Lake, MN: Moose Lake Carlton County","Moose Lake, MN","Minnesota",
"06A","Kizhuyak, AK: Kizhuyak Bay","Kizhuyak, AK","Alaska",
"GL2","Hyde Fjord, Greenland - Denmark: Hyde Fjord Ice Strip","Hyde Fjord, Greenland - Denmark","",
"N87","Robbinsville, NJ: Trenton-Robbinsville","Robbinsville, NJ","New Jersey",
"TX6","Austin, TX: Horseshoe Bay Airpark","Austin, TX","Texas",
"AA3","Chisik Island, AK: Chisik Island Airport","Chisik Island, AK","Alaska",
"AA2","Trading Bay, AK: Trading Bay Airport","Trading Bay, AK","Alaska",
"IUS","Inus, Papua New Guinea: Inus","Inus, Papua New Guinea","",
"WA7","Chelan, WA: Chelan Seaplane Landing","Chelan, WA","Washington",
"WA6","Stehekin, WA: Stehekin Seaplane Landing","Stehekin, WA","Washington",
"UUD","Ulan Ude, Russia (Asian): Mukhino","Ulan Ude, Russia (Asian)","",
"DWC","Jebel Ali, United Arab Emirates: Al Maktoum International","Jebel Ali, United Arab Emirates","",
"XCM","Chatham Kent, Canada: Chatham-Kent Municipal","Chatham Kent, Canada","",
"QQC","Nimiuk Point, AK: Nimiuk Point Airport","Nimiuk Point, AK","Alaska",
"OQZ","American Creek, AK: American Creek Airport","American Creek, AK","Alaska",
"KUW","Kugururok River, AK: Kugururok River Airport","Kugururok River, AK","Alaska",
"URC","Urumqi, China: Urumqi Airport","Urumqi, China","",
"OQW","Doug Carney Strip, AK: Doug Carney Strip Airport","Doug Carney Strip, AK","Alaska",
"OQX","Shisholik, AK: Shisholik Airport","Shisholik, AK","Alaska",
"OQY","Sivinuvik, AK: Camp Sivinuvik","Sivinuvik, AK","Alaska",
"OQV","Shirleyville, AK: Shirleyville Airport","Shirleyville, AK","Alaska",
"DAK","Dakhla Oasis, Arab Republic Of Egypt: Dakhla","Dakhla Oasis, Arab Republic Of Egypt","",
"LBP","Long Banga, Malaysia: Long Banga Airfield","Long Banga, Malaysia","",
"WAD","Andriamena, Madagascar: Andriamena Airport","Andriamena, Madagascar","",
"LYC","Lycksele, Sweden: Lycksele Airport","Lycksele, Sweden","",
"PPB","Pres. Prudente, Brazil: A. De Barros","Pres. Prudente, Brazil","",
"AXP","Spring Point, Bahamas: Springpoint","Spring Point, Bahamas","",
"WYB","Yes Bay, AK: Yes Bay Lodge Sea Plane Base","Yes Bay, AK","Alaska",
"OQU","Waterkloof, Republic Of South Africa: Waterkloof Air Force Base","Waterkloof, Republic Of South Africa","",
"OQT","Paramanof Bay, AK: Paramanof Bay Airport","Paramanof Bay, AK","Alaska",
"KLS","Kelso, WA: Longview","Kelso, WA","Washington",
"FVA","Osprey Lodge, AK: Osprey Lodge Airport","Osprey Lodge, AK","Alaska",
"DQZ","Platinum, AK: Platinum Mine","Platinum, AK","Alaska",
"ADA","Adana, Turkey: Adana Sakirpasa","Adana, Turkey","",
"AMY","Ambatomainty, Madagascar: Ambatomainty Airport","Ambatomainty, Madagascar","",
"HVA","Analalava, Madagascar: Analalava Airport","Analalava, Madagascar","",
"AUZ","Aurora, IL: Aurora Municipal","Aurora, IL","Illinois",
"FQX","Babe Islands, AK: Babe Islands Airport","Babe Islands, AK","Alaska",
"AUS","Austin, TX: Metropolitan Area","Austin, TX","Texas",
"FVC","Baikonour, Kazakhstan: Baikonour Airport","Baikonour, Kazakhstan","",
"BHY","Beihai, China: Beihai Airport","Beihai, China","",
"GWW","Berlin, Germany: Raf Gatow","Berlin, Germany","",
"EKY","Bessemer, AL: Bessemer Airport","Bessemer, AL","Alabama",
"OQB","Bible Camp, AK: Bible Camp Airport","Bible Camp, AK","Alaska",
"OQK","Akolik, AK: Akolik Airport","Akolik, AK","Alaska",
"HBE","Borg El Arab, Arab Republic Of Egypt: Borg El Arab International","Borg El Arab, Arab Republic Of Egypt","",
"QFD","Boufarik, Algeria: Boufarik Airport","Boufarik, Algeria","",
"BRK","Bourke, Australia: Bourke Airport","Bourke, Australia","",
"JQF","Cabarrus, NC: Concord Regional","Cabarrus, NC","North Carolina",
"CMT","Cameta, Brazil: Cameta Airport","Cameta, Brazil","",
"CIW","Canouan, St. Vincent and North Grenadines: Canouan Island","Canouan, St. Vincent and North Grenadines","",
"DQY","Cape Canaveral, FL: Cape Canaveral Air Force St","Cape Canaveral, FL","Florida",
"VPC","Cartersville, GA: Cartersville Airport","Cartersville, GA","Georgia",
"XCR","Chalons Sur Marne, France: Chalons Sur Marne Airport","Chalons Sur Marne, France","",
"IGX","Chapel Hill, NC: Horace Williams","Chapel Hill, NC","North Carolina",
"OQO","Chelatna Lake Lodge, AK: Chelatna Lake Lodge Airport","Chelatna Lake Lodge, AK","Alaska",
"AVI","Ciego De Avila, Cuba: Maximo Gomez","Ciego De Avila, Cuba","",
"CKM","Clarksdale, MS: Fletcher Field","Clarksdale, MS","Mississippi",
"FXR","Clinton, IN: Frankfort Municipal","Clinton, IN","Indiana",
"JLA","Cooper Lodge, AK: Quartz Creek","Cooper Lodge, AK","Alaska",
"CSD","Cresswell Downs, Australia: Cresswell Downs Airport","Cresswell Downs, Australia","",
"UDG","Darlington, SC: Darlington County Jetport","Darlington, SC","South Carolina",
"DYG","Dayong, China: Dayong Airport","Dayong, China","",
"DIU","Diu, India: Diu Airport","Diu, India","",
"QDC","Dracena, Brazil: Dracena Airport","Dracena, Brazil","",
"FQQ","Dry Bay, AK: Dry Bay Airport","Dry Bay, AK","Alaska",
"BRY","Bardstown, KY: Samuels Field","Bardstown, KY","Kentucky",
"QQG","Westminster, MD: Carroll County Regional","Westminster, MD","Maryland",
"VZL","Los Alamitos, CA: Los Alamitos Army Airfield","Los Alamitos, CA","California",
"DKK","Dunkirk, NY: Dunkirk Airport","Dunkirk, NY","New York",
"ERA","Erigavo, Somalia: Erigavo Airport","Erigavo, Somalia","",
"EXU","Exuma, Bahamas: Exuma International","Exuma, Bahamas","",
"FAB","Farnborough, United Kingdom: Farnborough Airport","Farnborough, United Kingdom","",
"FID","Fishers Island, NY: Elizabeth Field","Fishers Island, NY","New York",
"FQL","Flora, IL: Flora Municipal","Flora, IL","Illinois",
"FQW","Fort Glenn, AK: Fort Glenn Airport","Fort Glenn, AK","Alaska",
"FDR","Frederick, OK: Frederick Municipal","Frederick, OK","Oklahoma",
"FBS","Friday Harbor, WA: Friday Harbor Seaplane Base","Friday Harbor, WA","Washington",
"YGG","Ganges Harbor, Canada: Ganges Harbor Airport","Ganges Harbor, Canada","",
"FQJ","Greens Creek, AK: Greens Creek Airport","Greens Creek, AK","Alaska",
"GNA","Grodno, Belarus: Grodno Airport","Grodno, Belarus","",
"GCA","Guacamayas, Colombia: Guacamayas Airport","Guacamayas, Colombia","",
"FQK","Gull Cove, AK: Gull Cove Airport","Gull Cove, AK","Alaska",
"HDS","Hoedspruit, Republic Of South Africa: Hoedspruit Airport","Hoedspruit, Republic Of South Africa","",
"KLS","Kelso, WA: Kelso Longview","Kelso, WA","Washington",
"FQT","Humpback Lake, AK: Humpback Lake Airport","Humpback Lake, AK","Alaska",
"A84","Denali, AK: Denali West Lodge Private","Denali, AK","Alaska",
"NY2","Fulton, NY: Oswego County","Fulton, NY","New York",
"IN2","Indianapolis, IN: Indianapolis Executive","Indianapolis, IN","Indiana",
"BII","Bikini Atoll, Marshall Islands: Enyu Airfield","Bikini Atoll, Marshall Islands","",
"NY3","Oneonta, NY: F and F Airpark","Oneonta, NY","New York",
"03A","Granite Mountain, AK: Bear Creek Mining Strip","Granite Mountain, AK","Alaska",
"IFO","Ivano - Frankovska, Ukraine: Ivano - Frankovska International","Ivano - Frankovska, Ukraine","",
"NTQ","Wajima, Japan: Noto","Wajima, Japan","",
"EPA","El Palomar, Argentina: Sadp","El Palomar, Argentina","",
"BKH","Kekaha Sands Pacific Missile Range Facility","Kekaha, Kauai, HI","Hawaii",
"KJK","Kortrijk, Belgium: Wevelgem","Kortrijk, Belgium","",
"KSI","Kissidougou, Guinea: Kissidougou","Kissidougou, Guinea","",
"GL1","Station Nord, Greenland - Denmark: Station Nord Airport","Station Nord, Greenland - Denmark","",
"ROR","Koror, Palau: Babelthuap","Koror, Palau","",
"UUU","Manumu, Papua New Guinea: Manumu Airport","Manumu, Papua New Guinea","",
"MA1","Edgartown, MA: Katama Airpark","Edgartown, MA","Massachusetts",
"ME1","Rangeley, ME: Steve A Bean Municipal","Rangeley, ME","Maine",
"ADX","St Andrews, United Kingdom: Leuchars","St Andrews, United Kingdom","",
"DHT","Dalhart, TX: Dalhart Municipal","Dalhart, TX","Texas",
"EGT","Wellington, KS: Wellington Municipal","Wellington, KS","Kansas",
"S27","Kalispell, MT: Kalispell City","Kalispell, MT","Montana",
"YPS","Port Hawkesbury, Canada: Port Hawkesbury Airport","Port Hawkesbury, Canada","",
"ND1","Kindred, ND: Hamry Field","Kindred, ND","North Dakota",
"UT1","Heber, UT: Heber City Municipal","Heber, UT","Utah",
"SMQ","Somerville, NJ: Somerset","Somerville, NJ","New Jersey",
"AFP","Wadesboro, NC: Anson County","Wadesboro, NC","North Carolina",
"NJ2","West Creek, NJ: Eagles Nest","West Creek, NJ","New Jersey",
"B19","Biddeford, ME: Biddeford Municipal","Biddeford, ME","Maine",
"CWF","Lake Charles, LA: Chennault International","Lake Charles, LA","Louisiana",
"MKP","Makemo, French Polynesia: Makemo","Makemo, French Polynesia","",
"DVK","Diavik, Canada: Diavik Airport","Diavik, Canada","",
"NT1","Snap Lake, Canada: Snap Lake Mine / Debeers","Snap Lake, Canada","",
"A91","Omalik Lagoon, AK: Omalik Lagoon Airport","Omalik Lagoon, AK","Alaska",
"XQC","Al Bakr, Iraq: Balad Southeast","Al Bakr, Iraq","",
"MMJ","Matsumoto, Japan: Matsumoto","Matsumoto, Japan","",
"07A","Klawock, AK: Klawock Seaplane Base","Klawock, AK","Alaska",
"AL2","Alabaster, AL: Shelby County","Alabaster, AL","Alabama",
"N47","Pottstown, PA: Pottstown Municipal","Pottstown, PA","Pennsylvania",
"PE2","Puerto Jose, Peru: Andoas","Puerto Jose, Peru","",
"LOM","Lagos De Moreno, Mexico: Francisco P.V.Yr","Lagos De Moreno, Mexico","",
"ABA","Abakan, Russia (Asian): Abakan","Abakan, Russia (Asian)","",
"WLH","Walaha, Vanuatu: Walaha Airport","Walaha, Vanuatu","",
"KAW","Kawthaung, Myanmar: Kawthaung Airport","Kawthaung, Myanmar","",
"CZW","Czestochowa, Poland: Rudniki","Czestochowa, Poland","",
"GTU","Georgetown, TX: Georgetown Municipal","Georgetown, TX","Texas",
"SNK","Snyder, TX: Winston Field","Snyder, TX","Texas",
"ECU","Rocksprings, TX: Edwards County","Rocksprings, TX","Texas",
"RSL","Russel, KS: Russel Municipal","Russel, KS","Kansas",
"MS2","Picayune, MS: Picayune Municipal","Picayune, MS","Mississippi",
"NAV","Nevsehir, Turkey: Nevsehir Airport","Nevsehir, Turkey","",
"TX8","Slaton, TX: Slaton Municipal","Slaton, TX","Texas",
"IUD","Doha, Qatar: Al Udeid Airbase","Doha, Qatar","",
"MRO","Masterton, New Zealand: Masterton","Masterton, New Zealand","",
"VGC","Hamilton, NY: Hamilton Municipal","Hamilton, NY","New York",
"SRW","Salisbury, NC: Rowan County","Salisbury, NC","North Carolina",
"FL2","Valkaria, FL: Valkaria","Valkaria, FL","Florida",
"BKK","Bangkok, Thailand: Suvarnabhumi International","Bangkok, Thailand","",
"YEM","Manitowaning, Canada: East Manitoulin Municipal","Manitowaning, Canada","",
